lemma,Count,part_of_speech,hyponyms
anthelminthic,13,noun,gentian violet;mebendazole;piperazine;quinacrine;tetrachlorethylene;thiabendazole
anthelmintic,12,noun,gentian violet;mebendazole;piperazine;quinacrine;tetrachlorethylene;thiabendazole
anthem,6,noun,national anthem|canticle;chorale;dithyramb;doxology;hymeneal;paean;recessional
anthology,9,noun,divan;florilegium;omnibus
anthozoa,8,noun,coral;sea anemone;sea pen
anthozoan,9,noun,coral;sea anemone;sea pen
anthrax,7,noun,cutaneous anthrax;pulmonary anthrax
anthropoid ape,14,noun,great ape;lesser ape
anthropologist,14,noun,archeologist;ethnographer;ethnologist;social anthropologist
anthropology,12,noun,archeology;ethnography;ethnology;physical anthropology;social anthropology
anthurium,9,noun,flamingo flower
antiacid,8,noun,alka-seltzer;brioschi;bromo-seltzer;cimetidine;maalox;mylanta;omeprazole;pepto-bismal;ranitidine;rolaids;tums
antiaircraft,12,noun,bofors gun
antiaircraft gun,16,noun,bofors gun
antianxiety agent,17,noun,major tranquilizer;minor tranquilizer
antianxiety drug,16,noun,benzodiazepine;buspirone;flurazepam;hydroxyzine hydrochloride;meprobamate;oxazepam;perphenazine
antiarrhythmic,14,noun,amiodarone;encainide;flecainide;mexiletine;quinidine;tocainide
antiarrhythmic drug,19,noun,amiodarone;encainide;flecainide;mexiletine;quinidine;tocainide
antiarrhythmic medication,25,noun,amiodarone;encainide;flecainide;mexiletine;quinidine;tocainide
antibacterial,13,noun,antibiotic;azithromycin;dapsone;dicloxacillin;gentian violet;hexachlorophene;isoniazid;methenamine;nalidixic acid;neosporin;nitrofurantoin;rifampin;sulfa drug;tetracycline
antibacterial drug,18,noun,antibiotic;azithromycin;dapsone;dicloxacillin;gentian violet;hexachlorophene;isoniazid;methenamine;nalidixic acid;neosporin;nitrofurantoin;rifampin;sulfa drug;tetracycline
antibiotic,10,noun,actinomycin;amphotericin;antimycin;antineoplastic antibiotic;aztreonam;bacitracin;carbomycin;cephaloglycin;cephaloridine;cephalosporin;chloramphenicol;chlortetracycline;ciprofloxacin;cycloserine;dihydrostreptomycin;doxorubicin;doxycycline;erythromycin;gentamicin;gramicidin;kanamycin;lincomycin;mitomycin;mycomycin;neomycin;novobiocin;nystatin;oxytetracycline;penicillin;polymyxin;primaxin;pyocyanase;pyocyanin;spectinomycin;streptomycin;streptothricin;subtilin;tobramycin;tyrocidine;tyrothricin;vancomycin;viomycin
antibiotic drug,15,noun,actinomycin;amphotericin;antimycin;antineoplastic antibiotic;aztreonam;bacitracin;carbomycin;cephaloglycin;cephaloridine;cephalosporin;chloramphenicol;chlortetracycline;ciprofloxacin;cycloserine;dihydrostreptomycin;doxorubicin;doxycycline;erythromycin;gentamicin;gramicidin;kanamycin;lincomycin;mitomycin;mycomycin;neomycin;novobiocin;nystatin;oxytetracycline;penicillin;polymyxin;primaxin;pyocyanase;pyocyanin;spectinomycin;streptomycin;streptothricin;subtilin;tobramycin;tyrocidine;tyrothricin;vancomycin;viomycin
antibody,8,noun,abo antibodies;agglutinin;antitoxin;autoantibody;heterophil antibody;immunoglobulin;isoantibody;monoclonal antibody;opsonin;precipitin;rh antibody
antic,5,noun,dirty trick;practical joke
anticholinergic,15,noun,oxyphencyclimine
anticholinergic drug,20,noun,oxyphencyclimine
anticholinesterase,18,noun,neostigmine
anticipate,10,verb,assume;believe;speculate;think|augur;bet;forecast;prophesy;read;second-guess|apprehend
anticipated,11,verb,assume;believe;speculate;think|augur;bet;forecast;prophesy;read;second-guess|apprehend
anticipation,12,noun,fever;hope;suspense|life expectancy|prefiguration;projection;prophecy
anticoagulant,13,noun,dicumarol;heparin;warfarin
anticoagulant medication,24,noun,dicumarol;heparin;warfarin
anticonvulsant,14,noun,ethosuximide;gabapentin;hydantoin;mephenytoin;mephobarbital;metharbital;phensuximide;primidone;valproic acid
anticonvulsant drug,19,noun,ethosuximide;gabapentin;hydantoin;mephenytoin;mephobarbital;metharbital;phensuximide;primidone;valproic acid
antidepressant,14,noun,maleate;monoamine oxidase inhibitor;nefazodone;nontricyclic;reboxetine;selective-serotonin reuptake inhibitor;tricyclic
antidepressant drug,19,noun,maleate;monoamine oxidase inhibitor;nefazodone;nontricyclic;reboxetine;selective-serotonin reuptake inhibitor;tricyclic
antidiabetic,12,noun,glipizide;glyburide;metformin;sulfonylurea
antidiabetic drug,17,noun,glipizide;glyburide;metformin;sulfonylurea
antidiarrheal,13,noun,kaopectate;lomotil
antidiarrheal drug,18,noun,kaopectate;lomotil
antidiuretic,12,noun,lypressin
antidiuretic drug,17,noun,lypressin
antidote,8,noun,atropine;obidoxime chloride
antiemetic,10,noun,dimenhydrinate;emetrol;prochlorperazine;promethazine
antiemetic drug,15,noun,dimenhydrinate;emetrol;prochlorperazine;promethazine
antiepileptic,13,noun,ethosuximide;gabapentin;hydantoin;mephenytoin;mephobarbital;metharbital;phensuximide;primidone;valproic acid
antiepileptic drug,18,noun,ethosuximide;gabapentin;hydantoin;mephenytoin;mephobarbital;metharbital;phensuximide;primidone;valproic acid
antifeminist,12,noun,male chauvinist
antiferromagnetism,18,noun,ferrimagnetism
antifreeze,10,noun,ethylene glycol;propylene glycol
antifungal,10,noun,bordeaux mixture;gentian violet;griseofulvin;iodochlorhydroxyquin;itraconazole;miconazole;nystatin;terbinafine;thiabendazole
antifungal agent,16,noun,bordeaux mixture;gentian violet;griseofulvin;iodochlorhydroxyquin;itraconazole;miconazole;nystatin;terbinafine;thiabendazole
antigen,7,noun,agglutinogen;anatoxin;fetoprotein;immunogen;rhesus factor
antihemorrhagic factor,22,noun,vitamin k1;vitamin k3
antihistamine,13,noun,actifed;brompheniramine maleate;chlorpheniramine maleate;cyproheptadine;dimenhydrinate;dimetapp;diphenhydramine;meclizine;methapyrilene;pheniramine;phenyltoloxamine;promethazine;pyrilamine
antihypertensive,16,noun,ace inhibitor;chlorothiazide;clonidine;doxazosin;guanabenz;hydralazine;labetalol;maxzide;methyldopa;prazosin;reserpine;spironolactone;tenoretic;terazosin
antihypertensive drug,21,noun,ace inhibitor;chlorothiazide;clonidine;doxazosin;guanabenz;hydralazine;labetalol;maxzide;methyldopa;prazosin;reserpine;spironolactone;tenoretic;terazosin
anti-impotence drug,19,noun,phentolamine;sildenafil;tadalafil;vardenafil
anti-inflammatory,17,noun,cox-2 inhibitor;dexamethasone;hydroxychloroquine;nonsteroidal anti-inflammatory;oxyphenbutazone;phenylbutazone;prednisolone;prednisone
anti-inflammatory drug,22,noun,cox-2 inhibitor;dexamethasone;hydroxychloroquine;nonsteroidal anti-inflammatory;oxyphenbutazone;phenylbutazone;prednisolone;prednisone
antiknock,9,noun,tetraethyl lead
antilepton,10,noun,antimuon;antineutrino;antitauon;positron
antimalarial,12,noun,chloroquine;mefloquine;primaquine;quinacrine;quinine
antimalarial drug,17,noun,chloroquine;mefloquine;primaquine;quinacrine;quinine
antimetabolite,14,noun,fluorouracil;mercaptopurine;methotrexate
antimicrobial,13,noun,cetrimide;sodium hypochlorite
antimicrobic,12,noun,cetrimide;sodium hypochlorite
antimonial lead,15,noun,grid metal
antimycotic,11,noun,bordeaux mixture;gentian violet;griseofulvin;iodochlorhydroxyquin;itraconazole;miconazole;nystatin;terbinafine;thiabendazole
antimycotic agent,17,noun,bordeaux mixture;gentian violet;griseofulvin;iodochlorhydroxyquin;itraconazole;miconazole;nystatin;terbinafine;thiabendazole
antineoplastic,14,noun,alkylating agent;antimetabolite;antineoplastic antibiotic;asparaginase;floxuridine;lomustine;melphalan;periwinkle plant derivative;procarbazine;thioguanine;thiotepa
antineoplastic antibiotic,25,noun,mithramycin
antineoplastic drug,19,noun,alkylating agent;antimetabolite;antineoplastic antibiotic;asparaginase;floxuridine;lomustine;melphalan;periwinkle plant derivative;procarbazine;thioguanine;thiotepa
antiophthalmic factor,21,noun,vitamin a1;vitamin a2
antioxidant,11,noun,beta-naphthol;carotenoid;glutathione peroxidase;rust inhibitor;selenium;vitamin c;vitamin e
antipersonnel bomb,18,noun,big blue
anti-personnel bomb,19,noun,big blue
antiphon,8,noun,gradual
antiphony,9,noun,gradual
antiprotozoal,13,noun,antimalarial;metronidazole
antiprotozoal drug,18,noun,antimalarial;metronidazole
antipsychotic,13,noun,chlorpromazine;clozapine;diphenylbutyl piperidine;fluphenazine;haloperidol;lithium carbonate;loxapine;molindone;prochlorperazine;thioridazine;thiothixene
antipsychotic agent,19,noun,chlorpromazine;clozapine;diphenylbutyl piperidine;fluphenazine;haloperidol;lithium carbonate;loxapine;molindone;prochlorperazine;thioridazine;thiothixene
antipsychotic drug,18,noun,chlorpromazine;clozapine;diphenylbutyl piperidine;fluphenazine;haloperidol;lithium carbonate;loxapine;molindone;prochlorperazine;thioridazine;thiothixene
antiquity,9,noun,antique;relic;roman building;stele
antiseptic,10,noun,chloramine;chlorhexidine;gramicidin;iodoform;merbromine;mild silver protein;neomycin;thimerosal;tincture of iodine
antispasmodic,13,noun,atropine
antispasmodic agent,19,noun,atropine
anti-tnf compound,17,noun,etanercept;infliximab;leflunomide
antitoxin,9,noun,antivenin;tetanus antitoxin
antitussive,11,noun,codeine
antiviral,9,noun,dideoxycytosine;dideoxyinosine;interferon;protease inhibitor;reverse transcriptase inhibitor;ribavirin
antiviral agent,15,noun,dideoxycytosine;dideoxyinosine;interferon;protease inhibitor;reverse transcriptase inhibitor;ribavirin
antiviral drug,14,noun,dideoxycytosine;dideoxyinosine;interferon;protease inhibitor;reverse transcriptase inhibitor;ribavirin
antonym,7,noun,direct antonym;indirect antonym
anuran,6,noun,barking frog;crapaud;eastern narrow-mouthed toad;fire-bellied toad;leptodactylid frog;liopelma hamiltoni;midwife toad;obstetrical toad;robber frog;sheep frog;south american poison toad;spadefoot;tailed frog;tongueless frog;tree frog;tree toad;true frog;true toad;western narrow-mouthed toad
anus,4,noun,arse;imperforate anus
anxiety,7,noun,castration anxiety;hypochondria;overanxiety;panic|angst;anxiousness;concern;discomfiture;edginess;insecurity;jitteriness;scruple;sinking;worry
anxiety disorder,16,noun,generalized anxiety disorder;obsessive-compulsive disorder;panic disorder;phobia;posttraumatic stress disorder
anxiolytic,10,noun,benzodiazepine;buspirone;flurazepam;hydroxyzine hydrochloride;meprobamate;oxazepam;perphenazine
anxiolytic drug,15,noun,benzodiazepine;buspirone;flurazepam;hydroxyzine hydrochloride;meprobamate;oxazepam;perphenazine
anxiousness,11,noun,castration anxiety;hypochondria;overanxiety;panic
aorta,5,noun,abdominal aorta;aortic arch;ascending aorta;descending aorta;thoracic aorta
aortic aneurysm,15,noun,abdominal aortic aneurysm
aortitis,8,noun,rheumatic aortitis
apache,6,noun,chiricahua apache;san carlos apache
apartment,9,noun,bedsitting room;cold-water flat;duplex apartment;efficiency apartment;flatlet;maisonette;penthouse;railroad flat;studio apartment;suite;walk-up apartment
apartment building,18,noun,tenement;walk-up
apartment house,15,noun,tenement;walk-up
apathy,6,noun,emotionlessness;languor
apatite,7,noun,fluorapatite
ape,3,noun,anthropoid ape|epigone;parrot
aper,4,noun,epigone;parrot
aperient,8,noun,aloes;castor oil;epsom salts;laxative;milk of magnesia;seidlitz powder
aperture,8,noun,micropyle;pupil;stoma|mouthpiece;mouthpiece
apery,5,noun,parody
apex,4,noun,crown;roof peak
aphasia,7,noun,auditory aphasia;conduction aphasia;global aphasia;motor aphasia;nominal aphasia;transcortical aphasia;visual aphasia;wernicke's aphasia
apheresis,9,noun,plasmapheresis;plateletpheresis
aphid,5,noun,ant cow;apple aphid;blackfly;greenfly;woolly aphid
apiaceae,8,noun,genus angelica;pastinaca
apis mellifera,14,noun,africanized bee;black bee;carniolan bee;italian bee
apnea,5,noun,periodic apnea of the newborn;sleep apnea
apoapsis,8,noun,aphelion;apogee;apojove;aposelene
apodiform bird,14,noun,hummingbird;swift;tree swift
apologise,9,verb,color;extenuate;plead
apologize,9,verb,color;extenuate;plead
apologue,8,noun,aesop's fables
apomixis,8,noun,apogamy;parthenocarpy;parthenogenesis
apoplexy,8,noun,hemorrhagic stroke;ischemic stroke
apothecaries' unit,18,noun,dram;grain;ounce;scruple;troy pound
apothecaries' weight,20,noun,dram;grain;ounce;scruple;troy pound
apothecary,10,noun,pharmacologist
apothecium,10,noun,elf cup
apotheosis,10,noun,class act;humdinger;jimdandy
appal,5,verb,shock
appall,6,verb,shock
appalled,8,verb,shock|shock
appalling,9,verb,shock|shock
apparatus,9,noun,aerator;burner;cascade liquefier;centrifuge;chemical reactor;condenser;duplicator;electrograph;generator;heat pump;heliograph;incubator;instillator;kipp's apparatus;lighting;nuclear reactor;optical bench;pendulum;purifier;reformer;semaphore;sequencer;soda fountain;still;submersible;telegraph;titrator;x-ray machine|auditory apparatus
apparel,7,noun,workwear
apparel,7,verb,coat;corset;costume;cover;frock;gown;habit;jacket;overdress;prim;shirt;shoe;underdress;vest;vesture
appareled,9,verb,coat;corset;costume;cover;frock;gown;habit;jacket;overdress;prim;shirt;shoe;underdress;vest;vesture
apparition,10,noun,flying dutchman|flying dutchman;ghost;unidentified flying object
appeal,6,noun,adjuration;courtship;demagoguery;solicitation;suit;supplication|siren call;winsomeness|whip-round
appeal,6,verb,call on;plead|beckon;capture
appealing,9,verb,call on;plead|beckon;capture
appealingness,13,noun,siren call;winsomeness
appeals court,13,noun,circuit court of appeals
appear,6,verb,come across;cut;feel;feel;glitter;glow;leap out;loom;make;pass off;rise;sound|basset;break;break through;come on;come to light;come to mind;crop up;emerge;emerge;erupt;erupt;flash;flash;leap out;manifest;outcrop;peep;pop out;reappear;roll in;show;turn out;wash up|seem|fulminate;gleam;occur
appearance,10,noun,agerasia;beauty;blemish;color;complexion;countenance;decorativeness;disfigurement;etiolation;face;form;format;hairiness;hairlessness;homeliness;impression;look;ornateness;persona;perspective;phase;plainness;semblance;sleekness;stain;superficies;ugliness;vanishing point;view|apparition;manifestation;materialization;reappearance|front;illusion;three-d|apparition;emergence;reappearance
appearing,9,verb,come across;cut;feel;feel;glitter;glow;leap out;loom;make;pass off;rise;sound|basset;break;break through;come on;come to light;come to mind;crop up;emerge;emerge;erupt;erupt;flash;flash;leap out;manifest;outcrop;peep;pop out;reappear;roll in;show;turn out;wash up|seem|fulminate;gleam;occur
appeasement,11,noun,pacification;placation
appellate court,15,noun,circuit court of appeals
appellation,11,noun,nickname;street name;title;title
appellative,11,noun,nickname;street name;title;title
append,6,verb,annex|subjoin|slip in;toss in
appendage,9,noun,chelicera;claw;digit;fang;fin;limb;mouthpart;parapodium;swimmeret|acromion;acrosome;aculea;ala;alveolar arch;alveolar ridge;apophysis;appendix;arista;caruncle;cirrus;condyle;coronoid process;crest;epicondyle;excrescence;fetlock;fimbria;flagellum;hair;horn;horn;mastoid;metaphysis;odontoid process;olecranon;osteophyte;papilla;papilla;papilla;plant process;pseudopod;pterygoid process;ridge;spicule;spine;style;styloid process;tail;tentacle;transverse process;trochanter;tuberosity;villus;zygomatic process|appendicle;handhold;handle;tailpiece
appendix,8,noun,codicil;shirttail
appetence,9,noun,stomach;sweet tooth
appetency,9,noun,stomach;sweet tooth
appetiser,9,noun,antipasto;canape;cocktail;crudites;hors d'oeuvre
appetisingness,14,noun,delectability;flavorsomeness;succulence
appetite,8,noun,stomach;sweet tooth
appetizer,9,noun,antipasto;canape;cocktail;crudites;hors d'oeuvre
appetizingness,14,noun,delectability;flavorsomeness;succulence
applaud,7,verb,bravo|acclaim;cheer
applause,8,noun,hand;handclap;round
apple,5,noun,cooking apple;crab apple;eating apple
apple jelly,11,noun,crabapple jelly
apple tree,10,noun,apple;crab apple;wild apple
appliance,9,noun,gadgetry;gimbal;injector;mod con|dryer;home appliance
applicability,13,noun,germaneness
applicant,9,noun,aspirant;bidder;claimant;job candidate;material;petitioner;possible;probable;submitter
application,11,noun,misapplication;technology|credit application;job application;loan application;patent application|anointing;foliation;fumigation;galvanization;lining;lubrication;painting;papering;paving;plastering;plating;scumble;spraying;tiling;tinning;tinning;waxing|active application;applet;browser;editor program;frame;job;natural language processor;word processor|blackwash;calamine lotion;eye-lotion;liniment;menthol;rubbing alcohol;witch hazel
application program,19,noun,active application;applet;browser;editor program;frame;job;natural language processor;word processor
